Book,Chapter,Verse,ASY,TRL,ENG
,,16,"ܒܥܹܐ ܠܝܼ ܕܐܵܬܹܝܢ ܠܟܸܣ ܠܵܘܟ݂ܘܿܢ ܒܐܘܼܪܚܝܼ ܠܡܵܩܹܕܘܿܢܝܼܵܐ، ܘܡܸܢܕܪܸܫ ܕܵܝܪܹܢ ܠܟܸܣ ܠܵܘܟ݂ܘܿܢ ܡ̣ܢ ܬܵܡܵܐ، ܘܗ̇ܝܓܵܗ ܡܲܦܫܸܛܝܼܬܘܿܢ ܠܝܼ ܠܝܼܗܘܼܕ.","B'e-lee dateyn lkis lawkhoon boerkhee lmaqedooneea, o mindrish dayren lkis lawkhoon min tama, o haygah mapshiṭeetoon-lee leehoed.","and by you to pass into Macedonia, and again from Macedonia to come unto you, and of you to be set forward on my journey unto Judaea."
,,17,"ܟܲܕ ܒܸܥܒ݂ܵܕܵܐ ܝܘܸܢ ܗ݇ܘܵܐ ܩܛܵܥܬܵܐ، ܒܸܚܫܵܒ݂ܵܐ ܝܬܘܿܢ ܕܠܵܐ ܬܲܚܡܲܢܬܵܐ ܥܒ݂ܝܼܕ ܠܝܼ؟ ܝܲܢ ܥܒ݂ܝܼܕ ܠܝܼ ܐܲܝܟ݂ ܕܐ݇ܢܵܫܹ̈ܐ ܥܵܠܡܵܝܹ̈ܐ ܟܹܐ ܥܵܒ݂ܕܝܼ ܘܐܵܡܪܹܢ، ”ܗܹܐ، ܗܹܐ، ܘܠܵܐ، ܠܵܐ؟“","Kad bi'wada ywin wa qṭa'ta, bikhshawa ytoon dla takhmanta 'weed-lee? Yan 'weed-lee aykh dnashe 'almaye ke 'awdee o amren, ”he, he, o la, la?“","When I therefore was thus minded, did I shew fickleness? or the things that I purpose, do I purpose according to the flesh, that with me there should be the yea yea and the nay nay?"
,,18,"ܐܝܼܢܵܐ ܕܵܐܟ݂ܝܼ ܕܐܲܠܵܗܵܐ ܡܗܘܼܡܢܵܐ ܝܠܹܗ، ܗܹܡܸܙܡܵܢܲܢ ܐܸܠܵܘܟ݂ܘܿܢ ܠܹܐ ܝܗ݇ܘܵܐ ”ܗܹܐ ܘܠܵܐ.“","Eena dakhee dalaha mhoemna-yleh, hemizmanan ilawkhoon le ywa ”he o la.“","But as God is faithful, our word toward you is not yea and nay."
,,19,"ܣܵܒܵܒ ܒܪܘܿܢܵܐ ܕܐܲܠܵܗܵܐ، ܝܼܫܘܿܥ ܡܫܝܼܚܵܐ، ܕܦܝܼܫܵܐ ܝܗ݇ܘܵܐ ܡܘܼܟܪܸܙܵܐ ܐܸܠܵܘܟ݂ܘܿܢ ܒܝܼܝܼ ܘܒܣܸܠܘܵܢܘܿܣ ܘܒܛܝܼܡܵܬܹܐܘܿܣ ܠܹܐ ܝܗ݇ܘܵܐ ”ܗܹܐ ܘܠܵܐ،“ ܐܸܠܵܐ ܒܝܼܹܗ ܝܠܵܗ̇ ”ܗܹܐ“ ܒܟܠ ܙܲܒ݂ܢܵܐ.","Sabab broona dalaha, eeshoo' msheekha, dpeesha ywa moekriza ilawkhoon beeee o bsilwanoos o bṭeemateoos le ywa ”he o la,“ ila bee-eh-ylaha ”he“ bkl zawna.","For the Son of God, Jesus Christ, who was preached among you by us, even by me and Silvanus and Timothy, was not yea and nay, but in him is yea."
,,20,"ܣܵܒܵܒ ܟܠܲܝܗܝ ܩܵܘܠܹ̈ܐ ܕܐܲܠܵܗܵܐ ܒܝܼܹܗ ܝܼܢܵܐ ”ܗܹܐ،“ ܘܒܘܼܬ ܐܵܗܵܐ ܟܹܐ ܐܵܡܪܲܚ ”ܐܵܡܹܝܢ“ ܠܫܘܼܒ݂ܚܵܐ ܕܐܲܠܵܗܵܐ.","Sabab klayhy qawle dalaha bee-eh eena ”he,“ o boet aha ke amrakh ”ameyn“ lshoewkha dalaha.","For how many soever be the promises of God, in him is the yea: wherefore also through him is the Amen, unto the glory of God through us."
,,21,"ܗ̇ܘ ܕܟܹܐ ܡܲܩܘܹܐ ܠܲܢ ܥܲܡܵܘܟ݂ܘܿܢ ܘܩܲܡ ܡܵܫܹܚ ܠܲܢ ܒܡܫܝܼܚܵܐ، ܐܲܠܵܗܵܐ ܝܠܹܗ.","Haw dke maqwe lan 'amawkhoon o qam mashekh lan bmsheekha, Alaha-yleh.","Now he that stablisheth us with you in Christ, and anointed us, is God;"
,,22,"ܘܡܘܼܬܸܒ݂ ܠܹܗ ܚܵܬܡܹܗ ܥܲܠܲܢ، ܘܝܘܼܗ݇ܒܸܠ ܠܹܗ ܐܸܠܲܢ ܪܘܼܚܹܗ ܕܗܵܘܹܐ ܪܲܗܒ݂ܘܿܢܵܐ ܓܵܘ ܠܸܒܲܢ.","O moetiw-leh khatmeh 'alan, o yoebil-leh ilan roekheh dhawe rahwoona gaw liban.","who also sealed us, and gave us the earnest of the Spirit in our hearts."
,,23,"ܐܵܢܵܐ ܒܸܩܪܵܝܵܐ ܝܘܸܢ ܠܐܲܠܵܗܵܐ ܣܵܗܕܵܐ ܥܲܠ ܓܵܢܝܼ، ܣܵܒܵܒ ܟܹܐ ܒܵܥܹܝܢ ܗ݇ܘܵܐ ܚܵܣܟܹܢ ܗ݇ܘܵܐ ܠܵܘܟ݂ܘܿܢ ܡ̣ܢ ܬܲܥܠܲܡܬܵܐ، ܒܘܼܬ ܐܵܗܵܐ ܠܵܐ ܕܝܼܪܝܼ ܠܩܘܿܪܲܢܬܘܿܣ.","Ana biqraya ywin lalaha sahda 'al ganee, sabab ke ba'eyn wa khasken wa lawkhoon min ta'lamta, boet aha la deeree lqoorantoos.","But I call God for a witness upon my soul, that to spare you I forbare to come unto Corinth."
,,24,"ܠܵܐ ܣܵܒܵܒ ܒܵܥܲܚ ܗ݇ܘܵܘ ܕܥܵܒ݂ܕܲܚ ܗ݇ܘܵܘ ܫܘܼܠܛܵܢܵܐ ܥܲܠ ܗܲܝܡܵܢܘܼܬܵܘܟ݂ܘܿܢ، ܐܝܼܢܵܐ ܕܦܵܠܚܲܚ ܗ݇ܘܵܘ ܥܲܡܵܘܟ݂ܘܿܢ ܠܚܲܕܘܼܬܵܘܟ݂ܘܿܢ، ܣܵܒܵܒ ܒܸܟܠܵܝܵܐ ܝܬܘܿܢ ܩܸܘܝܹܐ ܒܗܲܝܡܵܢܘܼܬܵܘܟ݂ܘܿܢ.","La sabab ba'akh waw d'awdakh waw shoelṭana 'al haymanoetawkhoon, eena dpalkhakh waw 'amawkhoon lkhadoetawkhoon, sabab biklaya ytoon qiwye bhaymanoetawkhoon.","Not that we have lordship over your faith, but are helpers of your joy: for by faith ye stand."
,2,1,"ܗܲܕܟ݂ܵܐ، ܩܛܝܼܥ ܠܝܼ ܒܠܸܒܝܼ ܕܠܵܐ ܐܵܬܹܝܢ ܠܟܸܣ ܠܵܘܟ݂ܘܿܢ ܚܕܵܐ ܓܵܗܵܐ ܐ݇ܚܹܪ݇ܬܵܐ ܒܦܵܫܲܡܬܵܐ،","Hadkha, qṭee' lee blibee dla ateyn lkis lawkhoon khda gaha kheta bpashamta,","But I determined this for myself, that I would not come again to you with sorrow."
,,2,"ܣܵܒܵܒ ܐܸܢ ܐܵܢܵܐ ܡܲܦܫܸܡܸܢܵܘܟ݂ܘܿܢ، ܡܵܢܝܼ ܒܸܬ ܡܲܚܕܹܐ ܠܝܼ ܫܒ݂ܘܿܩ ܡ̣ܢ ܗ̇ܘ ܕܡܘܼܦܫܸܡ ܠܝܼ؟","Sabab in ana mapshiminawkhoon, manee bit makhde-lee shwooq min haw dmoepshim-lee?","For if I make you sorry, who then is he that maketh me glad, but he that is made sorry by me?"
,,3,"ܟܬܝܼܒ݂ ܠܝܼ ܐܵܗܵܐ ܡܸܢܕܝܼ ܣܵܒܵܒ ܐܝܼܡܲܢ ܕܐܵܬܹܝܢ ܕܠܵܐ ܦܵܝܫܹܢ ܡܘܼܦܫܸܡܵܐ ܒܐܵܢܝܼ ܕܘܵܠܹܐ ܝܠܵܗ̇ ܕܡܲܚܕܝܼ ܠܝܼ، ܣܵܒܵܒ ܚܵܬܸܪܓ̰ܲܡܥ ܝܼܘܸܢ ܕܟܠܵܘܟ݂ܘܿܢ ܒܸܬ ܫܲܪܸܟܝܼܬܘܿܢ ܒܚܲܕܘܼܬܝܼ.","Kteew-lee aha mindee sabab eeman dateyn dla payshen moepshima banee dwale-ylaha dmakhdee-lee, sabab khatirjam' eewin dklawkhoon bit sharikeetoon bkhadoetee.","And I wrote this very thing, lest, when I came, I should have sorrow from them of whom I ought to rejoice; having confidence in you all, that my joy is the joy of you all."
,,4,"ܟܬܝܼܒ݂ ܠܝܼ ܐܸܠܵܘܟ݂ܘܿܢ ܒܐܘܼܠܨܵܢܵܐ ܓܘܼܪܵܐ ܘܒܡܲܪܝܼܪܘܼܬܵܐ ܕܠܸܒܵܐ ܘܒܪܵܒܵܐ ܕܸܡ̈ܥܹܐ، ܠܵܐ ܕܡܲܦܫܸܡܸܢܵܘܟ݂ܘܿܢ ܐܸܠܵܐ ܕܡܲܕܥܸܢܵܘܟ݂ܘܿܢ ܟܡܵܐ ܚܘܼܒܝܼ ܪܵܒܵܐ ܝܠܹܗ ܐܸܠܵܘܟ݂ܘܿܢ.","Kteew-lee ilawkhoon boelṣana goera o bmareeroeta dliba o braba dim'e, la dmapshiminawkhoon ila dmad'inawkhoon kma khoebee raba-yleh ilawkhoon.","For out of much affliction and anguish of heart I wrote unto you with many tears; not that ye should be made sorry, but that ye might know the love which I have more abundantly unto you."
,,5,"ܐܝܼܢܵܐ ܐܸܢ ܚܲܕ ܗܘܝܼܵܐ ܝܠܹܗ ܥܸܠܬܵܐ ܕܦܵܫܲܡܬܵܐ، ܠܹܐ ܝܠܹܗ ܐܸܠܝܼ ܡܘܼܦܫܸܡܵܐ، ܐܸܠܵܐ، ܕܠܵܐ ܓܲܪܘܸܣܸܢܹܗ ܚܲܒܪܵܐ، ܒܚܕܵܐ ܐܘܼܪܚܵܐ، ܡܘܼܦܫܸܡܵܐ ܝܠܹܗ ܠܟܠܵܘܟ݂ܘܿܢ.","Eena in khad hweea-yleh 'ilta dpashamta, le-yleh ilee moepshima, ila, dla garwisineh khabra, bkhda oerkha, moepshima-yleh lklawkhoon.","But if any hath caused sorrow, he hath caused sorrow, not to me, but in part (that I press not too heavily) to you all."
,,6,ܒܲܣܵܐ ܝܠܵܗ̇ ܐܸܠܹܗ ܬܲܥܠܲܡܬܵܐ ܕܚܲܕ ܗܲܕܟ݂ܵܐ ܐ݇ܢܵܫܵܐ ܒܝܲܕ ܪܵܒܵܐ.,Basa-ylaha ileh ta'lamta dkhad hadkha nasha byad raba.,Sufficient to such a one is this punishment which was inflicted by the many;
,,7,"ܡ̣ܢ ܓܹܒܵܐ ܕܐܵܗܵܐ ܘܵܠܹܐ ܝܠܵܗ̇ ܕܦܲܚܠܝܼܬܘܿܢ ܘܝܵܗ݇ܒ݂ܝܼܬܘܿܢ ܠܸܒܵܐ ܠܚܲܕ ܗܲܕܟ݂ܵܐ ܐ݇ܢܵܫܵܐ، ܕܠܵܐ ܦܵܐܹܫ ܒܠܝܼܥܵܐ ܒܦܵܫܲܡܬܵܐ ܒܘܼܫ ܙܵܘܕܵܐ.","Min geba daha wale-ylaha dpakhleetoon o yaweetoon liba lkhad hadkha nasha, dla paesh blee'a bpashamta boesh zawda.","so that contrariwise ye should rather forgive him and comfort him, lest by any means such a one should be swallowed up with his overmuch sorrow."
,,8,ܒܘܼܬ ܐܵܗܵܐ ܦܲܪܦܘܼܠܹܐ ܝܘܸܢ ܕܡܲܩܘܹܝܬܘܿܢ ܒܝܼܹܗ ܚܘܼܒܵܘܟ݂ܘܿܢ.,Boet aha parpoele ywin dmaqweytoon bee-eh khoebawkhoon.,Wherefore I beseech you to confirm your love toward him.
,,9,"ܐܘܼܦ ܣܵܒܵܒ ܐܵܗܵܐ ܟܬܝܼܒ݂ ܠܝܼ ܐܸܠܵܘܟ݂ܘܿܢ، ܕܓ̰ܲܪܒܸܢܵܘܟ݂ܘܿܢ ܕܐܸܢ ܒܸܬ ܗܵܘܹܝܬܘܿܢ ܡܲܨܝܸܬܵܢܹ̈ܐ ܒܟܠ ܡܸܢܕܝܼ.","Oep sabab aha kteew-lee ilawkhoon, djarbinawkhoon din bit haweytoon maṣyitane bkl mindee.","For to this end also did I write, that I might know the proof of you, whether ye are obedient in all things."
,,10,"ܠܡ̇ܢ ܕܐܲܚܬܘܿܢ ܦܲܚܠܝܼܬܘܿܢ، ܐܘܼܦ ܐܵܢܵܐ ܦܲܚܘܼܠܹܐ ܝܘܸܢ. ܣܵܒܵܒ ܡܸܢܕܝܼ ܕܐܵܢܵܐ ܦܘܼܚܠܵܐ ܝܘܸܢ‐‐ܐܸܢ ܐܝܼܬ ܗ݇ܘܵܐ ܡܸܢܕܝܼ ܠܦܲܚܘܼܠܹܐ‐‐ܥܒ݂ܝܼܕܵܐ ܝܘܸܢ ܒܘܼܬ ܕܝܼܵܘܟ݂ܘܿܢ ܩܵܕ݇ܡ ܦܵܬܵܐ ܕܡܫܝܼܚܵܐ.","Lman dakhtoon pakhleetoon, oep ana pakhoele ywin. Sabab mindee dana poekhla ywin‐‐in eet wa mindee lpakhoele‐‐'weeda ywin boet deeawkhoon qam pata dmsheekha.","But to whom ye forgive anything, I forgive also: for what I also have forgiven, if I have forgiven anything, for your sakes have I forgiven it in the person of Christ;"
,,11,"ܕܠܵܐ ܥܵܒܹܕ ܠܹܐܒܹ̈ܐ ܐܸܠܲܢ ܣܵܛܵܢܵܐ، ܣܵܒܵܒ ܟܹܐ ܝܵܕܥܲܚ ܠܗܘܿܢ ܦܲܢܕܘܼ̈ܗܝ.","Dla 'abed lebe ilan saṭana, sabab ke yad'akh-lhoon pandoehy.",that no advantage may be gained over us by Satan: for we are not ignorant of his devices.
,,12,"ܐܝܼܡܲܢ ܕܐ݇ܬܹܐ ܠܝܼ ܠܛܪܘܿܐܘܿܣ ܡܲܟܪܘܼܙܹܐ ܐܹܘܲܢܓܲܠܝܼܘܿܢ ܕܡܫܝܼܚܵܐ، ܡܵܪܝܵܐ ܦܬܝܼܚ ܠܹܗ ܐܸܠܝܼ ܬܲܪܥܵܐ،","Eeman dte-lee lṭroooos makroeze ewangaleeoon dmsheekha, Marya pteekh-leh ilee tar'a,","Now when I came to Troas for the gospel of Christ, and when a door was opened unto me in the Lord,"
,,13,"ܐܝܼܢܵܐ ܪܸܥܝܵܢܝܼ ܠܹܐ ܝܗ݇ܘܵܐ ܫܸܠܝܵܐ، ܣܵܒܵܒ ܠܵܐ ܡܘܼܫ݇ܟ̰ܸܚ ܠܝܼ ܐܲܚܘܿܢܝܼ ܛܸܛܘܿܣ ܬܵܡܵܐ. ܗ̇ܝܓܵܗ ܐ݇ܡܝܼܪܝܼ ܐܸܠܲܝܗܝ، ”ܦܘܼܫܘܼܢ ܒܫܲܝܢܵܐ،“ ܘܐ݇ܙܝܼܠ ܠܝܼ ܠܡܵܩܹܕܘܿܢܝܼܵܐ.","Eena ri'yanee le ywa shilya, sabab la moechikh-lee akhoonee ṭiṭoos tama. Haygah meeree ilayhy, ”poeshoen bshayna,“ o zeel-lee lmaqedooneea.","I had no relief for my spirit, because I found not Titus my brother: but taking my leave of them, I went forth into Macedonia."
,,14,"ܫܲܟܘܼܪܹܐ ܝܘܸܢ ܠܐܲܠܵܗܵܐ ܕܟܹܐ ܝܲܗ݇ܒܸܠ ܠܲܢ ܓ݂ܵܠܸܒܘܼܬܵܐ ܒܡܫܝܼܚܵܐ ܒܟܠ ܥܕܵܢܵܐ، ܘܟܹܐ ܓܵܠܹܐ ܒܝܼܲܢ ܪܹܝܚܵܐ ܕܝ݇ܕܲܥܬܹܗ ܒܟܠ ܕܘܼܟܵܐ.","Shakoere ywin lalaha dke yabil lan ghaliboeta bmsheekha bkl 'dana, o ke gale bee-an reykha dda'teh bkl doeka.","But thanks be unto God, which always leadeth us in triumph in Christ, and maketh manifest through us the savour of his knowledge in every place."
,,15,"ܣܵܒܵܒ ܪܹܝܚܵܐ ܒܲܣܝܼܡܵܐ ܕܡܫܝܼܚܵܐ ܝܘܲܚ ܠܟܸܣ ܐܲܠܵܗܵܐ، ܠܐܵܢܝܼ ܕܦܪܝܼܩܹܐ ܝܢܵܐ ܘܠܐܵܢܝܼ ܕܒܸܛܠܵܩܵܐ ܝܢܵܐ.","Sabab reykha baseema dmsheekha ywakh lkis Alaha, lanee dpreeqe yna o lanee dbiṭlaqa yna.","For we are a sweet savour of Christ unto God, in them that are being saved, and in them that are perishing;"
,,16,"ܠܚܲܕ݇ܟܡܵܐ ܪܹܝܚܵܐ ܕܡܵܘܬܵܐ ܝܘܲܚ ܠܡܵܘܬܵܐ، ܘܠܐ݇ܚܹܪ̈݇ܢܹܐ ܪܹܝܚܵܐ ܕܚܲܝܹ̈ܐ ܠܚܲܝܹ̈ܐ. ܘܡܵܢܝܼ ܝܠܹܗ ܚܫܝܼܚܵܐ ܠܐܵܗܵܐ ܫܘܼܠܵܐ؟","Lkhakma reykha dmawta ywakh lmawta, o lkhene reykha dkhaye lkhaye. O manee-yleh khsheekha-laha shoela?",to the one a savour from death unto death; to the other a savour from life unto life. And who is sufficient for these things?
,,17,"ܠܹܐ ܝܘܲܚ ܡܐܲܝܟ݂ ܪܵܒܵܐ ܐ݇ܚܹܪ̈݇ܢܹܐ ܕܚܵܒ݂ܛܝܼ ܠܵܗ̇ ܗܹܡܸܙܡܵܢ ܕܐܲܠܵܗܵܐ، ܐܸܠܵܐ ܒܡܫܝܼܚܵܐ ܟܹܐ ܗܲܡܙܸܡܲܚ ܩܵܕ݇ܡ ܐܲܠܵܗܵܐ ܒܡܗܘܼܡܢܘܼܬܵܐ، ܐܲܝܟ݂ ܐ݇ܢܵܫܹ̈ܐ ܫܘܼܕܪܹܐ ܡ̣ܢ ܐܲܠܵܗܵܐ.","Le ywakh maykh raba khene dkhawṭee-laha hemizman dalaha, ila bmsheekha ke hamzimakh qam Alaha bmhoemnoeta, aykh nashe shoedre min Alaha.","For we are not as the many, corrupting the word of God: but as of sincerity, but as of God, in the sight of God, speak we in Christ."
,3,1,"ܫܲܪܲܚ ܡܸܢܕܪܸܫ ܠܸܚܩܵܪܵܐ ܓܵܢܲܢ؟ ܝܲܢ ܣܢܝܼܩܹܐ ܝܘܲܚ ܐܲܝܟ݂ ܐ݇ܢܵܫܹ̈ܐ ܐ݇ܚܹܪ̈݇ܢܹܐ، ܕܐܸܓܲܪ̈ܝܵܬܹܐ ܕܚܸܩܪܵܐ ܦܵܝܫܝܼ ܟܬܝܼܒܹܐ ܐܸܠܵܘܟ݂ܘܿܢ ܝܲܢ ܡܸܢܵܘܟ݂ܘܿܢ؟","Sharakh mindrish likhqara ganan? Yan sneeqe ywakh aykh nashe khene, digaryate dkhiqra payshee kteebe ilawkhoon yan minawkhoon?","Are we beginning again to commend ourselves? or need we, as do some, epistles of commendation to you or from you?"
,,2,"ܐܲܚܬܘܿܢ ܝܼܬܘܿܢ ܐܸܓܲܪܬܲܢ، ܦܝܼܫܬܵܐ ܟܬܝܼܒ݂ܬܵܐ ܥܲܠ ܠܸܒܲܢ، ܗ̇ܝ ܕܦܝܼܫܬܵܐ ܝܠܵܗ̇ ܝ݇ܕܝܼܥܬܵܐ ܘܩܪܝܼܬܵܐ ܒܟܠ ܐ݇ܢܵܫܵܐ.","Akhtoon eetoon igartan, peeshta kteewta 'al liban, hay dpeeshta-ylaha dee'ta o qreeta bkl nasha.","Ye are our epistle, written in our hearts, known and read of all men;"
,,3,"ܦܝܼܫܹܐ ܝܬܘܿܢ ܝ݇ܕܝܼܥܹܐ ܕܐܲܚܬܘܿܢ ܝܼܬܘܿܢ ܐܸܓܲܪܬܵܐ ܡ̣ܢ ܡܫܝܼܚܵܐ، ܛܥܘܼܢܬܵܐ ܕܚܸܠܡܲܬܲܢ، ܦܝܼܫܬܵܐ ܟܬܝܼܒ݂ܬܵܐ، ܠܵܐ ܒܒܸܕܝܘܼܬܵܐ ܐܸܠܵܐ ܒܪܘܼܚܵܐ ܕܐܲܠܵܗܵܐ ܚܵܝܵܐ، ܠܵܐ ܥܲܠ ܠܘܼܚܹ̈ܐ ܕܟܹܐܦܵܐ ܐܸܠܵܐ ܥܲܠ ܠܸܒܵܘܵܬܹ̈ܐ ܕܒܸܣܪܵܐ.","Peeshe ytoon dee'e dakhtoon eetoon igarta min msheekha, ṭ'oenta dkhilmatan, peeshta kteewta, la bbidyoeta ila broekha dalaha khaya, la 'al loekhe dkepa ila 'al libawate dbisra.","being made manifest that ye are an epistle of Christ, ministered by us, written not with ink, but with the Spirit of the living God; not in tables of stone, but in tables that are hearts of flesh."
,,4,ܗܲܕܟ݂ܵܐ ܗܹܒ݂ܝܼ ܐܝܼܬ ܠܲܢ ܒܡܫܝܼܚܵܐ ܠܟܸܣ ܐܲܠܵܗܵܐ.,Hadkha hewee eet lan bmsheekha lkis Alaha.,And such confidence have we through Christ to God-ward:
,,5,"ܠܵܐ ܚܵܫܒܲܚ ܕܐܲܚܢܲܢ ܟܹܐ ܡܵܨܲܚ ܥܵܒ݂ܕܲܚ ܡܸܢܕܝܼ ܒܓܵܢܲܢ، ܐܝܼܢܵܐ ܡܨܵܝܬܲܢ ܡ̣ܢ ܐܲܠܵܗܵܐ ܝܠܵܗ̇،","La khashbakh dakhnan ke maṣakh 'awdakh mindee bganan, eena mṣaytan min Alaha-ylaha,","not that we are sufficient of ourselves, to account anything as from ourselves; but our sufficiency is from God;"
,,6,"ܗ̇ܘ ܕܩܲܡ ܝܲܗ݇ܒܸܠ ܠܲܢ ܡܨܵܝܬܵܐ ܠܸܥܒ݂ܵܕܵܐ ܚܸܠܡܲܬ ܒܘܲܥܕܵܐ ܚܵܕ݇ܬܵܐ، ܠܵܐ ܒܟܬܝܼܒ݂ܬܵܐ ܐܸܠܵܐ ܒܪܘܼܚܵܐ، ܣܵܒܵܒ ܟܬܝܼܒ݂ܬܵܐ ܟܹܐ ܩܵܛܠܵܐ ܐܝܼܢܵܐ ܪܘܼܚܵܐ ܟܹܐ ܡܲܚܹܐ.","Haw dqam yabil lan mṣayta li'wada khilmat bwa'da khata, la bkteewta ila broekha, sabab kteewta ke qaṭla eena roekha ke makhe.","who also made us sufficient as ministers of a new covenant; not of the letter, but of the spirit: for the letter killeth, but the spirit giveth life."
,,7,"ܐܸܢ ܚܸܠܡܲܬ ܕܡܘܼܐܬܹܐ ܠܵܗ̇ ܡܵܘܬܵܐ، ܕܦܝܼܫܬܵܐ ܝܗ݇ܘܵܐ ܢܩܝܼܪܬܵܐ ܒܐܵܬܘܵܬܹ̈ܐ ܥܲܠ ܠܘܼܚܹ̈ܐ ܕܟܹܐܦܵܐ، ܗܘܹܐ ܠܵܗ̇ ܒܚܸܩܪܵܐ، ܕܵܐܟ݂ܝܼ ܕܒܢܲܝ̈ ܝܼܣܪܵܝܹܠ ܠܵܐ ܡܨܹܐ ܠܗܘܿܢ ܠܸܚܝܵܪܵܐ ܥܲܠ ܦܵܬܵܐ ܕܡܘܼܫܹܐ ܒܘܼܬ ܗ̇ܘ ܚܸܩܪܵܐ، ܐܘܼܦ ܐܸܢ ܕܚܸܩܪܵܐ ܥܵܒ݂ܪܵܢܵܐ ܝܗ݇ܘܵܐ،","In khilmat dmoete-laha mawta, dpeeshta ywa nqeerta batwate 'al loekhe dkepa, hwe-laha bkhiqra, dakhee dbnay eesrayel la mṣe-lhoon likhyara 'al pata dmoeshe boet haw khiqra, oep in dkhiqra 'awrana ywa,","But if the ministration of death, written, and engraven on stones, came with glory, so that the children of Israel could not look stedfastly upon the face of Moses for the glory of his face; which glory was passing away:"
,,8,ܗܲܕܟ݂ܵܐ ܟܡܵܐ ܒܘܼܫ ܙܵܘܕܵܐ ܚܸܠܡܲܬ ܕܪܘܼܚܵܐ ܒܸܬ ܗܵܘܝܵܐ ܒܘܼܫ ܒܚܸܩܪܵܐ!,Hadkha kma boesh zawda khilmat droekha bit hawya boesh bkhiqra!,how shall not rather the ministration of the spirit be with glory?
,,9,"ܐܸܢ ܚܸܠܡܲܬ ܕܡܘܼܐܬܹܐ ܠܵܗ̇ ܕܝܵܢܬܵܐ ܗܘܹܐ ܠܵܗ̇ ܒܚܸܩܪܵܐ، ܟܡܵܐ ܒܘܼܫ ܙܵܘܕܵܐ ܒܚܸܩܪܵܐ ܒܸܬ ܗܵܘܝܵܐ ܚܸܠܡܲܬ ܕܡܘܼܐܬܹܐ ܠܵܗ̇ ܙܲܕܝܼܩܘܼܬܵܐ!","In khilmat dmoete-laha dyanta hwe-laha bkhiqra, kma boesh zawda bkhiqra bit hawya khilmat dmoete-laha zadeeqoeta!","For if the ministration of condemnation is glory, much rather doth the ministration of righteousness exceed in glory."
,,10,"ܣܵܒܵܒ ܗ̇ܘ ܕܦܝܼܫܵܐ ܝܗ݇ܘܵܐ ܝܘܼܗ݇ܒ݂ܵܐ ܒܚܸܩܪܵܐ، ܐܵܕܝܼܵܐ ܠܲܝܬ ܠܹܗ ܚܸܩܪܵܐ ܒܥܲܝܢܵܐ ܕܗ̇ܘ ܕܝܼܠܹܗ ܒܘܼܫ ܡܵܪܹܐ ܚܸܩܪܵܐ.","Sabab haw dpeesha ywa yoewa bkhiqra, adeea layt-leh khiqra b'ayna dhaw deeleh boesh mare khiqra.","For verily that which hath been made glorious hath not been made glorious in this respect, by reason of the glory that surpasseth."
,,11,"ܘܐܸܢ ܥܵܒ݂ܪܵܢܵܐ ܗܲܕܟ݂ܵܐ ܗܘܹܐ ܠܹܗ ܒܚܸܩܪܵܐ، ܟܡܵܐ ܒܘܼܫ ܙܵܘܕܵܐ ܒܸܬ ܗܵܘܹܐ ܒܚܸܩܪܵܐ ܗ̇ܘ ܕܝܼܠܹܗ ܦܵܝܫܵܢܵܐ!","O in 'awrana hadkha hwe-leh bkhiqra, kma boesh zawda bit hawe bkhiqra haw deeleh payshana!","For if that which passeth away was with glory, much more that which remaineth is in glory."
,,12,"ܟܲܕ ܐܝܼܬ ܠܲܢ ܐܵܗܵܐ ܗܹܒ݂ܝܼ، ܓ̰ܘܼܪܐܲܬ ܓܘܼܪܬܵܐ ܡܲܦܠܘܼܚܹܐ ܝܘܲܚ.","Kad eet lan aha hewee, joerat goerta maploekhe ywakh.","Having therefore such a hope, we use great boldness of speech,"
,,13,ܠܹܐ ܝܘܲܚ ܐܲܝܟ݂ ܡܘܼܫܹܐ ܕܡܘܼܟܣܵܐ ܠܹܗ ܦܵܬܹܗ ܕܠܵܐ ܚܵܝܪܝܼ ܗ݇ܘܵܘ ܒܢܲܝ̈ ܝܼܣܪܵܝܹܠ ܥܲܠ ܫܲܦ̮ܩܵܐ ܥܵܒ݂ܪܵܢܵܐ.,Le ywakh aykh moeshe dmoeksa-leh pateh dla khayree waw bnay eesrayel 'al shawqa 'awrana.,"and are not as Moses, who put a veil upon his face, that the children of Israel should not look stedfastly on the end of that which was passing away:"
