Book,Chapter,Verse,ASY,TRL,ENG
,,43,ܘܐܝܼܡܲܢ ܕܬܘܼܡܸܡ ܠܗܘܿܢ ܝܵܘܡܵܢܹ̈ܐ ܕܥܹܐܕܵܐ ܕܝܼܪܗܘܿܢ ܝܵܘܣܸܦ ܘܡܲܪܝܲܡ، ܘܝܼܫܘܿܥ ܝܵܠܵܕ݇ܐ ܦܝܼܫ ܠܹܗ ܓܵܘ ܐܘܿܪܸܫܠܸܡ. ܝܵܘܣܸܦ ܘܝܸܡܹܗ ܠܵܐ ܝ݇ܕܝܼܥ ܠܗܘܿܢ ܒܝܼܹܗ،,"O eeman dtoemim-lhoon yawmane d'eda deerhoon yawsip o maryam, o eeshoo' yala peesh-leh gaw oorishlim. Yawsip o yimeh la dee' lhoon bee-eh,","and when they had fulfilled the days, as they were returning, the boy Jesus tarried behind in Jerusalem; and his parents knew it not;"
,,44,ܣܵܒܵܒ ܚܫܝܼܒ݂ ܠܗܘܿܢ ܕܥܲܡ ܚܲܒ݂ܪ̈ܵܘܵܬܹܗ ܝܗ݇ܘܵܐ. ܐ݇ܬܹܐ ܠܗܘܿܢ ܐܘܼܪܚܵܐ ܕܚܲܕ ܝܵܘܡܵܐ، ܘܛܥܹܐ ܠܗܘܿܢ ܒܵܬ݇ܪܹܗ ܓܵܘ ܚܸܙܡܵܢܲܝ̈ܗܝ ܘܓܵܘ ܐܵܢܝܼ ܕܝܵܕܥܝܼ ܗ݇ܘܵܘ ܠܗܘܿܢ،,"Sabab khsheew-lhoon d'am khawrawateh ywa. te-lhoon oerkha dkhad yawma, o ṭ'e-lhoon bareh gaw khizmanayhy o gaw anee dyad'ee waw-lhoon,","but supposing him to be in the company, they went a day’s journey; and they sought for him among their kinsfolk and acquaintance:"
,,45,ܘܠܵܐ ܡܘܼܫ݇ܟ̰ܸܚ ܠܗܘܿܢ ܐܸܠܹܗ. ܕܝܼܪܗܘܿܢ ܡܸܢܕܪܸܫ ܠܐܘܿܪܸܫܠܸܡ ܒܸܛܥܵܝܵܐ ܒܵܬ݇ܪܹܗ.,O la moechikh-lhoon ileh. Deerhoon mindrish loorishlim biṭ'aya bareh.,"and when they found him not, they returned to Jerusalem, seeking for him."
,,46,ܘܡ̣ܢ ܒܵܬ݇ܪ ܬܠܵܬܵܐ ܝܵܘܡܵܢܹ̈ܐ، ܡܘܼܫ݇ܟ̰ܸܚ ܠܗܘܿܢ ܐܸܠܹܗ ܓܵܘ ܗܲܝܟܠܵܐ، ܝ݇ܬܝܼܒ݂ܵܐ ܓܵܘ ܡܲܠܦܵܢܹ̈ܐ، ܒܸܫܡܵܥܵܐ ܐܸܠܲܝܗܝ، ܘܒܲܩܘܼܪܲܝ ܒܘܼܩܵܪܹ̈ܐ.,"O min bar tlata yawmane, moechikh-lhoon ileh gaw haykla, teewa gaw malpane, bishma'a ilayhy, o baqoeray boeqare.","And it came to pass, after three days they found him in the temple, sitting in the midst of the doctors, both hearing them, and asking them questions:"
,,47,ܥܲܓ̰ܒܝܼ ܗ݇ܘܵܘ ܒܚܸܟ݂ܡܬܹܗ ܘܒܓ̰ܘܼܘܵܒܘܼ̈ܗܝ ܟܠܲܝܗܝ ܐܵܢܝܼ ܕܫܵܡܥܝܼ ܗ݇ܘܵܘ ܠܹܗ.,'Ajbee waw bkhikhmteh o bjoewaboehy klayhy anee dsham'ee waw-leh.,and all that heard him were amazed at his understanding and his answers.
,,48,ܐܝܼܡܲܢ ܕܒܵܒܘܼܗܝ ܘܝܸܡܹܗ ܚܙܹܐ ܠܗܘܿܢ ܐܸܠܹܗ ܥܘܼܓ̰ܸܒ ܠܗܘܿܢ. ܘܐ݇ܡܝܼܪܵܗ̇ ܐܸܠܹܗ ܝܸܡܹܗ، ”ܒܪܘܿܢܝܼ، ܩܵܡܘܿܕܝܼ ܗܲܕܟ݂ܵܐ ܥܒ݂ܝܼܕ ܠܘܼܟ݂ ܒܝܼܲܢ؟ ܐܵܢܵܐ ܘܒܵܒܘܼܟ݂ ܓ̰ܘܼܢܓ̰ܸܪܲܢ ܒܸܛܥܵܝܵܐ ܒܵܬ݇ܪܘܼܟ݂.“,"Eeman dbaboehy o yimeh khze-lhoon ileh 'oejib-lhoon. O meeraha ileh yimeh, ”broonee, qamoodee hadkha 'weed-loekh bee-an? Ana o baboekh joenjiran biṭ'aya baroekh.“","And when they saw him, they were astonished: and his mother said unto him, Son, why hast thou thus dealt with us? behold, thy father and I sought thee sorrowing."
,,49,ܐ݇ܡܝܼܪܹܗ ܐܸܠܲܝܗܝ ܝܼܫܘܿܥ، ”ܩܵܡܘܿܕܝܼ ܒܸܛܥܵܝܵܐ ܝܬܘܿܢ ܗ݇ܘܵܘ ܒܵܬ݇ܪܝܼ؟ ܠܹܐ ܝܵܕܥܝܼܬܘܿܢ ܗ݇ܘܵܘ ܕܓܵܘ ܒܲܝܬܵܐ ܕܒܵܒܝܼ ܘܵܠܹܐ ܝܠܵܗ̇ ܕܗܵܘܹܝܢ؟“,"meereh ilayhy eeshoo', ”qamoodee biṭ'aya ytoon waw baree? Le yad'eetoon waw dgaw bayta dbabee wale-ylaha dhaweyn?“","And he said unto them, How is it that ye sought me? wist ye not that I must be in my Father’s house?"
,,50,ܐܝܼܢܵܐ ܐܵܢܝܼ ܠܵܐ ܦܘܼܪܡܹܐ ܠܗܘܿܢ ܐܵܗܵܐ ܡܸܢܕܝܼ ܕܐ݇ܡܝܼܪܹܗ ܐܸܠܲܝܗܝ.,Eena anee la poerme-lhoon aha mindee dmeereh ilayhy.,And they understood not the saying which he spake unto them.
,,51,ܘܨܠܹܐ ܠܹܗ ܥܲܡܲܝܗܝ ܘܐ݇ܬܹܐ ܠܹܗ ܠܢܵܨܪܲܬ، ܘܟܹܐ ܫܵܠܹܡ ܗ݇ܘܵܐ ܐܸܠܲܝܗܝ. ܘܝܸܡܹܗ ܟܹܐ ܢܵܛܪܵܐ ܗ݇ܘܵܐ ܟܠܲܝܗܝ ܗܹܡܸܙܡܵܢܹ̈ܐ ܒܠܸܒܘܼܗ̇.,"O ṣle-leh 'amayhy o te-leh lnaṣrat, o ke shalem wa ilayhy. O yimeh ke naṭra wa klayhy hemizmane bliboeha.","And he went down with them, and came to Nazareth; and he was subject unto them: and his mother kept all these sayings in her heart."
,,52,ܘܝܼܫܘܿܥ ܓܲܪܘܘܼܣܹܐ ܝܗ݇ܘܵܐ ܒܩܵܘܡܬܵܐ ܘܒܚܸܟ݂ܡܬܵܐ، ܘܒܫܵܦܵܩܲܬ ܩܵܕ݇ܡ ܐܲܠܵܗܵܐ ܘܒܢܲܝ̈ܢܵܫܵܐ.,"O eeshoo' garwoese ywa bqawmta o bkhikhmta, o bshapaqat qam Alaha o bnaynasha.","And Jesus advanced in wisdom and stature, and in favour with God and men."
,3.0,1,ܒܫܹܢ݇ܬܵܐ ܕܚܲܡܫܲܥܣܲܪ ܝܼܗ݇ܘܵܐ ܠܡܲܠܟܘܼܬܵܐ ܕܛܹܒܲܪܝܼܘܿܣ ܩܹܣܲܪ، ܘܦܵܢܛܝܼܘܿܣ ܦܝܼܠܵܛܘܿܣ ܫܲܠܝܼܛܵܐ ܕܝܼܗܘܼܕ ܝܼܗ݇ܘܵܐ، ܘܗܹܪܘܿܕܸܣ ܛܸܛܪܲܪܟܵܐ ܕܓܠܝܼܠܵܐ، ܘܦܝܼܠܝܼܦܘܿܣ ܐܲܚܘܿܢܘܼܗܝ ܛܸܛܪܲܪܟܵܐ ܕܐܝܼܛܘܼܪܝܼܵܐ ܘܐܲܬܪܵܐ ܕܛܪܵܟ݂ܘܿܢܵܐ، ܘܠܘܼܣܵܢܝܵܐ ܛܸܛܪܲܪܟܵܐ ܕܐܵܒ݂ܝܼܠܝܼܢܹܐ،,"Bsheta dkhamsha'sar eewa lmalkoeta dṭebareeoos qesar, o panṭeeoos peelaṭoos shaleeṭa deehoed eewa, o heroodis ṭiṭrarka dgleela, o peeleepoos akhoonoehy ṭiṭrarka deeṭoereea o atra dṭrakhoona, o loesanya ṭiṭrarka daweeleene,","Now in the fifteenth year of the reign of Tiberius Caesar, Pontius Pilate being governor of Judaea, and Herod being tetrarch of Galilee, and his brother Philip tetrarch of the region of Ituraea and Trachonitis, and Lysanias tetrarch of Abilene,"
,,2,ܘܒܥܕܵܢܵܐ ܕܚܲܢܵܢ ܘܩܲܝܵܦܵܐ ܓܘܼܪܹ̈ܐ ܕܟܵܗܢܹ̈ܐ ܝܗ݇ܘܵܘ، ܗܘܹܐ ܠܵܗ̇ ܗܹܡܸܙܡܵܢ ܕܐܲܠܵܗܵܐ ܥܲܠ ܝܘܿܚܲܢܵܢ ܒܪܘܿܢܵܐ ܕܙܟܲܪܝܵܐ ܓܵܘ ܒܲܪܝܼܵܐ.,"O b'dana dkhanan o qayapa goere dkahne ywaw, hwe-laha hemizman dalaha 'al yookhanan broona dzkarya gaw bareea.","in the high-priesthood of Annas and Caiaphas, the word of God came unto John the son of Zacharias in the wilderness."
,,3,ܘܐ݇ܬܹܐ ܠܹܗ ܒܟܠܹܗ ܐܲܬܪܵܐ ܕܚܵܕܸܪ̈ܘܵܢܹܐ ܕܝܘܿܪܕܢܵܢ، ܡܲܟܪܘܼܙܹܐ ܡܲܥܡܘܿܕܝܼܬܵܐ ܕܬܝܵܒ݂ܘܼܬܵܐ ܠܦܘܼܚܵܠܵܐ ܕܚܛܝܼܵܬܹ̈ܐ، ܕܐ݇ܢܵܫܹ̈ܐ ܦܵܝܫܝܼ ܥܡܝܼܕܹܐ ܘܬܲܘܸܒܝܼ ܕܦܵܝܫܝܼ ܫܒ݂ܝܼܩܹܐ ܚܛܝܼܵܬܲܝ̈ܗܝ.,"O te-leh bkleh atra dkhadirwane dyoordnan, makroeze ma'moodeeta dtyawoeta lpoekhala dkhṭeeate, dnashe payshee 'meede o tawibee dpayshee shweeqe khṭeeatayhy.","And he came into all the region round about Jordan, preaching the baptism of repentance unto remission of sins;"
,,4,ܕܵܐܟ݂ܝܼ ܕܝܼܠܹܗ ܟܬܝܼܒ݂ܵܐ ܒܟܬܵܒ݂ܵܐ ܕܐܹܫܲܥܝܵܐ ܢܒ݂ܝܼܵܐ، ܒܹܐܡܵܪܵܐ: ܩܵܠܵܐ ܒܸܩܪܵܝܵܐ ܓܵܘ ܒܲܪܝܼܵܐ: ”ܗܲܕܪܘܼܢ ܐܘܼܪܚܵܐ ܕܡܵܪܝܵܐ، ܘܡܲܫܘܹܝܡܘܼܢ ܫܒ݂ܝܼܠܘܼ̈ܗܝ.,"Dakhee deeleh kteewa bktawa desha'ya nweea, bemara: qala biqraya gaw bareea: ”hadroen oerkha dmarya, o mashweymoen shweeloehy.","as it is written in the book of the words of Isaiah the prophet, The voice of one crying in the wilderness, Make ye ready the way of the Lord, Make his paths straight."
,,5,”ܟܠܲܝܗܝ ܪ̈ܵܘܘܿܠܹܐ ܒܸܬ ܦܵܝܫܝܼ ܡܸܠܝܹܐ، ܘܟܠܲܝܗܝ ܛܘܼܪ̈ܵܢܹܐ ܘܪ̈ܘܼܡܝܵܬܹܐ ܒܸܬ ܦܵܝܫܝܼ ܡܘܼܟܸܦܹܐ، ܦܟ̰ܝܼܠܵܐ ܒܸܬ ܦܵܐܹܫ ܬܪܘܼܨܵܐ، ܘܕܘܼܟܵܐ ܥܲܣܩܵܐ ܒܸܬ ܗܵܘܝܵܐ ܐܲܝܟ݂ ܕܸܫܬܵܐ.,"”Klayhy rawoole bit payshee milye, o klayhy ṭoerane o roemyate bit payshee moekipe, pcheela bit paesh troeṣa, o doeka 'asqa bit hawya aykh dishta.","Every valley shall be filled, And every mountain and hill shall be brought low; And the crooked shall become straight, And the rough ways smooth;"
,,6,”ܘܟܠ ܐ݇ܢܵܫܵܐ ܒܸܬ ܚܵܙܹܐ ܦܘܼܪܩܵܢܵܐ ܕܐܲܠܵܗܵܐ.“,”O kl nasha bit khaze poerqana dalaha.“,And all flesh shall see the salvation of God.
,,7,ܘܝܘܿܚܲܢܵܢ ܐܵܡܹܪ ܗ݇ܘܵܐ ܠܟܸܢܫܹ̈ܐ ܕܒܹܐܬܵܝܵܐ ܝܗ݇ܘܵܘ ܠܟܸܣ ܠܹܗ ܠܸܥܡܵܕܵܐ، ”ܙܲܪ̈ܥܹܐ ܕܐܵܟܸܕܢܹ̈ܐ، ܡܵܢܝܼ ܐ݇ܡܝܼܪܹܗ ܐܸܠܵܘܟ݂ܘܿܢ ܕܥܵܪܩܝܼܬܘܿܢ ܡ̣ܢ ܟܲܪܒܵܐ ܕܒܹܐܬܵܝܵܐ ܝܠܵܗ̇؟,"O yookhanan amer wa lkinshe dbetaya ywaw lkis-leh li'mada, ”zar'e dakidne, manee meereh ilawkhoon d'arqeetoon min karba dbetaya-ylaha?","He said therefore to the multitudes that went out to be baptized of him, Ye offspring of vipers, who warned you to flee from the wrath to come?"
,,8,”ܥܒ݂ܘܿܕܘܼܢ ܛܥܘܼܢܝܵܬܹ̈ܐ ܕܚܵܫܚܝܼ ܠܬܝܵܒ݂ܘܼܬܵܐ. ܠܵܐ ܫܲܪܹܝܬܘܿܢ ܠܹܐܡܵܪܵܐ ܒܓܵܢܵܘܟ݂ܘܿܢ، ’ܐܲܚܢܲܢ ܒܢܘܿܢܹ̈ܐ ܕܐܲܒ݂ܪܵܗܵܡ ܝܼܘܲܚ،‘ ܣܵܒܵܒ ܒܹܐܡܵܪܵܐ ܝܘܸܢ ܐܸܠܵܘܟ݂ܘܿܢ، ܟܹܐ ܡܵܨܹܐ ܐܲܠܵܗܵܐ ܡ̣ܢ ܐܲܢܹܐ ܟܹܐܦܹ̈ܐ ܡܲܩܸܡ ܒܢܘܿܢܹ̈ܐ ܠܐܲܒ݂ܪܵܗܵܡ.,"”'woodoen ṭ'oenyate dkhashkhee ltyawoeta. La shareytoon lemara bganawkhoon, ’akhnan bnoone dawraham eewakh,‘ sabab bemara ywin ilawkhoon, ke maṣe Alaha min ane kepe maqim bnoone lawraham.","Bring forth therefore fruits worthy of repentance, and begin not to say within yourselves, We have Abraham to our father: for I say unto you, that God is able of these stones to raise up children unto Abraham."
,,9,”ܗܵܐ ܢܲܪܥܵܐ ܡܘܼܬܒ݂ܵܐ ܝܠܹܗ ܥܲܠ ܥܸܩܪܵܐ ܕܐܝܼܠܵܢܵܐ. ܟܠ ܐܝܼܠܵܢܵܐ ܕܠܵܐ ܛܵܥܹܢ ܛܥܘܼܢܝܵܬܹ̈ܐ ܛܵܒܹ̈ܐ، ܟܹܐ ܦܵܐܹܫ ܦܪܝܼܡܵܐ ܘܕܸܪܝܵܐ ܒܢܘܼܪܵܐ.“,"”Ha nar'a moetwa-yleh 'al 'iqra deelana. Kl eelana dla ṭa'en ṭ'oenyate ṭabe, ke paesh preema o dirya bnoera.“","And even now is the axe also laid unto the root of the trees: every tree therefore that bringeth not forth good fruit is hewn down, and cast into the fire."
,,10,ܒܘܼܩܸܪܗܘܿܢ ܡܸܢܹܗ ܟܸܢܫܹ̈ܐ، ܒܹܐܡܵܪܵܐ، ”ܡܘܿܕܝܼ ܥܵܒ݂ܕܲܚ؟“,"Boeqirhoon mineh kinshe, bemara, ”moodee 'awdakh?“","And the multitudes asked him, saying, What then must we do?"
,,11,ܓ̰ܘܼܘܸܒ ܠܹܗ ܝܘܿܚܲܢܵܢ ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܲܝܗܝ، ”ܡ̇ܢ ܕܐܝܼܬ ܠܹܗ ܬܲܪܬܹܝ ܨܘܼܕܪ̈ܵܬܹܐ ܝܲܗ݇ܒܸܠ ܠܡ̇ܢ ܕܠܲܝܬ ܠܹܗ، ܘܡ̇ܢ ܕܐܝܼܬ ܠܹܗ ܡܹܐܟ݂ܘܼܠܬܵܐ ܝܲܗ݇ܒܸܠ ܠܡ̇ܢ ܕܠܲܝܬ ܠܹܗ.“,"Joewib-leh yookhanan o meereh ilayhy, ”man deet-leh tartey ṣoedrate yabil lman dlayt-leh, o man deet-leh mekhoelta yabil lman dlayt-leh.“","And he answered and said unto them, He that hath two coats, let him impart to him that hath none; and he that hath food, let him do likewise."
,,12,ܐ݇ܬܹܐ ܠܗܘܿܢ ܡܵܟ݂ܣܹ̈ܐ ܕܦܵܝܫܝܼ ܗ݇ܘܵܘ ܥܡܝܼܕܹܐ ܒܝܼܹܗ، ܘܐ݇ܡܝܼܪܗܘܿܢ ܐܸܠܹܗ، ”ܡܲܠܦܵܢܵܐ، ܡܘܿܕܝܼ ܥܵܒ݂ܕܲܚ؟“,"te-lhoon makhse dpayshee waw 'meede bee-eh, o meerhoon ileh, ”malpana, moodee 'awdakh?“","And there came also publicans to be baptized, and they said unto him, Master, what must we do?"
,,13,ܘܗ̇ܘ ܓ̰ܘܼܘܸܒ ܠܹܗ ܐܸܠܲܝܗܝ، ”ܠܵܐ ܫܵܩܠܝܼܬܘܿܢ ܡܸܢܕܝܼ ܙܵܘܕܵܐ ܡ̣ܢ ܕܦܝܼܫܹܐ ܝܬܘܿܢ ܦܩܝܼܕܹܐ ܠܸܫܩܵܠܵܐ.“,"O haw joewib-leh ilayhy, ”la shaqleetoon mindee zawda min dpeeshe ytoon pqeede lishqala.“","And he said unto them, Extort no more than that which is appointed you."
,,14,ܘܒܘܼܩܸܪܗܘܿܢ ܡܸܢܹܗ ܕܲܚܫܹ̈ܐ، ܒܹܐܡܵܪܵܐ، ”ܘܐܲܚܢܲܢ ܡܘܿܕܝܼ ܥܵܒ݂ܕܲܚ؟“ ܓ̰ܘܼܘܸܒ ܠܹܗ ܐܸܠܲܝܗܝ، ”ܠܐ݇ܢܵܫܵܐ ܠܵܐ ܡܲܠܝܸܨܝܼܬܘܿܢ، ܘܠܐ݇ܢܵܫܵܐ ܠܵܐ ܝܵܗ݇ܒ݂ܝܼܬܘܿܢ ܣܵܗܕܘܼܬܵܐ ܕܕܘܼܓܠܵܐ. ܘܗܵܩܵܘܟ݂ܘܿܢ ܗܵܘܹܐ ܡܵܠܝܵܢܵܐ ܐܸܠܵܘܟ݂ܘܿܢ.“,"O boeqirhoon mineh dakhshe, bemara, ”o akhnan moodee 'awdakh?“ joewib-leh ilayhy, ”lnasha la malyiṣeetoon, o lnasha la yaweetoon sahdoeta ddoegla. O haqawkhoon hawe malyana ilawkhoon.“","And soldiers also asked him, saying, And we, what must we do? And he said unto them, Do violence to no man, neither exact anything wrongfully; and be content with your wages."
,,15,ܘܟܲܕ ܒܸܣܦܵܪܵܐ ܝܗ݇ܘܵܘ ܥܲܡܵܐ، ܟܠܲܝܗܝ ܒܸܚܫܵܒ݂ܵܐ ܝܗ݇ܘܵܘ ܕܩܵܘܡܵܐ ܗ̇ܘ ܝܼܠܹܗ ܡܫܝܼܚܵܐ،,"O kad bispara ywaw 'ama, klayhy bikhshawa ywaw dqawma haw eeleh msheekha,","And as the people were in expectation, and all men reasoned in their hearts concerning John, whether haply he were the Christ;"
,,16,ܓ̰ܘܼܘܸܒ ܠܹܗ ܝܘܿܚܲܢܵܢ ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܲܝܗܝ، ”ܐܵܢܵܐ ܡܲܥܡܘܼܕܹܐ ܝܘܸܢ ܐܸܠܵܘܟ݂ܘܿܢ ܒܡ̈ܝܼܵܐ، ܐܝܼܢܵܐ ܗ̇ܘ ܕܒܹܐܬܵܝܵܐ ܝܠܹܗ ܡ̣ܢ ܒܵܬ݇ܪ ܡܸܢܝܼ ܒܘܼܫ ܚܲܝܠܵܢܵܐ ܝܠܹܗ ܡܸܢܝܼ، ܗ̇ܘ ܕܐܵܢܵܐ ܠܹܐ ܚܵܫܚܹܢ ܕܫܵܪܹܝܢ ܬܲܣܡܵܬܹ̈ܐ ܕܨܵܘܠܘܼ̈ܗܝ. ܗ̇ܘ ܒܸܬ ܡܲܥܡܸܕ ܠܵܘܟ݂ܘܿܢ ܒܪܘܼܚܵܐ ܕܩܘܼܕܫܵܐ ܘܒܢܘܼܪܵܐ.,"Joewib-leh yookhanan o meereh ilayhy, ”ana ma'moede ywin ilawkhoon bmeea, eena haw dbetaya-yleh min bar minee boesh khaylana-yleh minee, haw dana le khashkhen dshareyn tasmate dṣawloehy. Haw bit ma'mid lawkhoon broekha dqoedsha o bnoera.","John answered, saying unto them all, I indeed baptize you with water; but there cometh he that is mightier than I, the latchet of whose shoes I am not worthy to unloose: he shall baptize you with the Holy Ghost and with fire:"
,,17,ܪܘܼܦ̮ܫܬܵܐ ܒܐܝܼܕܹܗ ܝܠܵܗ̇، ܘܒܸܬ ܕܲܟܹܐ ܠܗܘܿܢ ܒܸܐܕܪ̈ܵܬܹܗ، ܘܚܸܛܹ̈ܐ ܒܸܬ ܟܲܦܸܫ ܠܗܘܿܢ ܒܐܲܢܒܵܪ̈ܘܼܗܝ، ܐܝܼܢܵܐ ܬܸܒ݂ܢܵܐ ܒܸܬ ܡܲܩܸܕ ܠܹܗ ܓܵܘ ܢܘܼܪܵܐ ܕܠܹܐ ܟ̰ܵܡܹܥ.“,"Roewshta beedeh-ylaha, o bit dake-lhoon bidrateh, o khiṭe bit kapish-lhoon banbaroehy, eena tiwna bit maqid-leh gaw noera dle chame'.“","whose fan is in his hand, throughly to cleanse his threshing-floor, and to gather the wheat into his garner; but the chaff he will burn up with unquenchable fire."
,,18,ܘܐܘܼܦ ܪܵܒܵܐ ܡܸܢܕܝܼܵܢܹ̈ܐ ܐ݇ܚܹܪ̈݇ܢܹܐ ܡܲܠܸܦ ܗ݇ܘܵܐ ܘܡܲܟܪܸܙ ܗ݇ܘܵܐ ܠܥܲܡܵܐ.,O oep raba mindeeane khene malip wa o makriz wa l'ama.,With many other exhortations therefore preached he good tidings unto the people;
,,19,ܐܝܼܢܵܐ ܗܹܪܘܿܕܸܣ ܛܸܛܪܲܪܟܵܐ ܟܲܕ ܦܝܼܫܵܐ ܝܗ݇ܘܵܐ ܡܘܼܢܟܸܣܵܐ ܒܝܼܹܗ ܒܘܼܬ ܗܹܪܘܿܕܝܼܵܐ ܒܲܟ݂ܬܵܐ ܕܦܝܼܠܝܼܦܘܿܣ ܐܲܚܘܿܢܘܼܗܝ، ܘܒܘܼܬ ܒܝܼܫܵܬܹ̈ܐ ܐ݇ܚܹܪ̈݇ܢܹܐ ܕܥܵܒܹܕ ܗ݇ܘܵܐ،,"Eena heroodis ṭiṭrarka kad peesha ywa moenkisa bee-eh boet heroodeea bakhta dpeeleepoos akhoonoehy, o boet beeshate khene d'abed wa,","but Herod the tetrarch, being reproved by him for Herodias his brother’s wife, and for all the evil things which Herod had done,"
,,20,ܡܘܼܙܝܸܕ ܠܹܗ ܐܘܼܦ ܐܵܗܵܐ ܠܟܠܲܝܗܝ: ܕܪܹܐ ܠܹܗ ܠܝܘܿܚܲܢܵܢ ܓܵܘ ܒܹܝܬ ܐܲܣܝܼܪܹ̈ܐ.,Moezyid-leh oep aha lklayhy: dre-leh lyookhanan gaw beyt aseere.,"added yet this above all, that he shut up John in prison."
,,21,ܗܘܹܐ ܠܵܗ̇ ܟܲܕ ܥܡܝܼܕ ܠܹܗ ܟܠܹܗ ܥܲܡܵܐ، ܐܘܼܦ ܝܼܫܘܿܥ ܦܝܼܫ ܠܹܗ ܥܡܝܼܕܵܐ. ܘܟܲܕ ܨܲܠܘܼܝܹܐ ܝܗ݇ܘܵܐ، ܦܝܼܫ ܠܗܘܿܢ ܦܬܝܼܚܹܐ ܫܡܲܝܹ̈ܐ.,"Hwe-laha kad 'meed-leh kleh 'ama, oep eeshoo' peesh-leh 'meeda. O kad ṣaloeye ywa, peesh-lhoon pteekhe shmaye.","Now it came to pass, when all the people were baptized, that, Jesus also having been baptized, and praying, the heaven was opened,"
,,22,ܘܨܠܹܐ ܠܹܗ ܥܲܠܘܼܗܝ ܪܘܼܚܵܐ ܕܩܘܼܕܫܵܐ ܒܕܡܘܼܬܵܐ ܕܓܘܼܫܡܵܐ ܕܝܵܘܢܵܐ، ܘܩܵܠܵܐ ܗܘܹܐ ܠܹܗ ܡ̣ܢ ܫܡܲܝܵܐ، ܒܹܐܡܵܪܵܐ، ”ܐܲܢ݇ܬ ܝܼܘܸܬ ܒܪܘܿܢܝܼ ܡܘܼܚܸܒܵܐ ܕܒܝܼܹܗ ܒܣܝܼܡ ܠܵܗ̇ ܠܝܼ.“,"O ṣle-leh 'aloehy roekha dqoedsha bdmoeta dgoeshma dyawna, o qala hwe-leh min shmaya, bemara, ”at eewit broonee moekhiba dbee-eh bseem-laha-lee.“","and the Holy Ghost descended in a bodily form, as a dove, upon him, and a voice came out of heaven, Thou art my beloved Son; in thee I am well pleased."
,,23,ܘܝܼܫܘܿܥ ܐܲܝܟ݂ ܒܲܪ ܬܠܵܬܝܼ ܫܸܢܹ̈ܐ ܝܗ݇ܘܵܐ، ܐܝܼܡܲܢ ܕܫܘܼܪܹܐ ܠܹܗ ܚܸܠܡܲܬܹܗ، ܒܸܗܘܵܝܵܐ، ܐܲܝܟ݂ ܕܦܵܐܹܫ ܗ݇ܘܵܐ ܚܫܝܼܒ݂ܵܐ، ܒܪܘܿܢܵܐ ܕܝܵܘܣܸܦ، ܒܪܘܿܢܵܐ ܕܗܹܠܝܼ،,"O eeshoo' aykh bar tlatee shine ywa, eeman dshoere-leh khilmateh, bihwaya, aykh dpaesh wa khsheewa, broona dyawsip, broona dhelee,","And Jesus himself, when he began to teach, was about thirty years of age, being the son (as was supposed) of Joseph, the son of Heli,"
,,24,ܒܪܘܿܢܵܐ ܕܡܲܛܬܲܬ، ܒܪܘܿܢܵܐ ܕܠܹܘܝܼ، ܒܪܘܿܢܵܐ ܕܡܲܠܟܝܼ، ܒܪܘܿܢܵܐ ܕܝܲܐܢܝܼ، ܒܪܘܿܢܵܐ ܕܝܵܘܣܸܦ،,"Broona dmaṭtat, broona dlewee, broona dmalkee, broona dyanee, broona dyawsip,","the son of Matthat, the son of Levi, the son of Melchi, the son of Jannai, the son of Joseph,"
,,25,ܒܪܘܿܢܵܐ ܕܡܲܬܬܲܬܝܼܵܐ، ܒܪܘܿܢܵܐ ܕܥܲܡܘܿܨ، ܒܪܘܿܢܵܐ ܕܢܵܚܘܿܡ، ܒܪܘܿܢܵܐ ܕܚܲܣܠܝܼ، ܒܪܘܿܢܵܐ ܕܢܵܓܝܼ،,"Broona dmattateea, broona d'amooṣ, broona dnakhoom, broona dkhaslee, broona dnagee,","the son of Mattathias, the son of Amos, the son of Nahum, the son of Esli, the son of Naggai,"
,,26,ܒܪܘܿܢܵܐ ܕܡܵܐܲܬ، ܒܪܘܿܢܵܐ ܕܡܲܛܲܬ، ܒܪܘܿܢܵܐ ܕܫܲܡܥܝܼ، ܒܪܘܿܢܵܐ ܕܝܵܘܣܸܦ، ܒܪܘܿܢܵܐ ܕܝܼܗܘܼܕܵܐ،,"Broona dmaat, broona dmaṭat, broona dsham'ee, broona dyawsip, broona deehoeda,","the son of Maath, the son of Mattathias, the son of Semein, the son of Josech, the son of Joda,"
,,27,ܒܪܘܿܢܵܐ ܕܝܘܿܚܲܢܵܢ، ܒܪܘܿܢܵܐ ܕܪܵܣܵܐ، ܒܪܘܿܢܵܐ ܕܙܘܼܪܒܵܒܹܠ، ܒܪܘܿܢܵܐ ܕܫܹܠܲܬܐܹܝܠ، ܒܪܘܿܢܵܐ ܕܢܹܪܝܼ،,"Broona dyookhanan, broona drasa, broona dzoerbabel, broona dshelateyl, broona dneree,","the son of Joanan, the son of Rhesa, the son of Zerubbabel, the son of Shealtiel, the son of Neri,"
